GeneSymbol,Subcellular_location
IRF2,Nucleus
HERC6,Cytoplasm
SSPN,Cell membrane
MAGEA1,Cytoplasm
MCHR1,Cell membrane
ZBTB40,Nucleus
LIN7B,Cell membrane
UCHL3,Cytoplasm
ZNF280D,Nucleus
H2AZ2,Nucleus
SLCO4A1,Cell membrane
SLC31A1,Cell membrane
CA3,Cytoplasm
H2AC12,Nucleus
CD5,Cell membrane
OSR2,Nucleus
MYOM3,Cytoplasm
SNRNP35,Nucleus
PARK7,Cell membrane
TPI1,Cytoplasm
OR12D3,Cell membrane
CTCFL,Cytoplasm
RAD52,Nucleus
USP15,Cytoplasm
ZNF585B,Nucleus
SCAMP5,Cell membrane
TRIM68,Cytoplasm
FOXA1,Nucleus
TERT,Nucleus
HIC1,Nucleus
PKP1,Nucleus
PTPN4,Cell membrane
SCN4B,Cell membrane
NTM,Cell membrane
TLR6,Cell membrane
DEAF1,Cytoplasm
POGZ,Nucleus
OR2AG2,Cell membrane
SPHKAP,Cytoplasm
MAP9,Cytoplasm
NUP155,Nucleus
LATS1,Cytoplasm
PTGES3L-AARSD1,Cytoplasm
KIF9,Cytoplasm
GPR107,Cell membrane
ZBTB10,Nucleus
VN1R2,Cell membrane
HDAC2,Nucleus
NELFA,Nucleus
ENDOV,Cytoplasm
CLEC5A,Cell membrane
PPM1M,Nucleus
KCNS1,Cell membrane
WDR12,Nucleus
GCNA,Nucleus
CCND3,Nucleus
AHCY,Cytoplasm
CRHR1,Cell membrane
IK,Nucleus
USP17L3,Nucleus
TACR3,Cell membrane
WRN,Nucleus
CEP72,Cytoplasm
FH,Cytoplasm
NTAN1,Cytoplasm
E2F5,Nucleus
MAGEA2,Nucleus
UBE2E3,Nucleus
ANKRD31,Nucleus
OR2T33,Cell membrane
ASCL4,Nucleus
ZNF852,Nucleus
PCGF2,Nucleus
ATN1,Nucleus
MACROH2A2,Nucleus
MADD,Cell membrane
RELB,Nucleus
POLR1B,Nucleus
MUC21,Cell membrane
GAR1,Nucleus
BBOF1,Cytoplasm
EEF2,Cytoplasm
RAVER2,Nucleus
KLF17,Nucleus
ASF1A,Nucleus
GFRA3,Cell membrane
ZNF736,Nucleus
CD22,Cell membrane
WDR35,Cytoplasm
CEP120,Cytoplasm
PAFAH1B1,Cytoplasm
ERC1,Cytoplasm
MIEN1,Cytoplasm
OR5M3,Cell membrane
ZNF827,Nucleus
KIF20B,Nucleus
TSPY1,Cytoplasm
PLAAT3,Cell membrane
A1CF,Nucleus
CEP192,Cytoplasm
BLOC1S6,Cytoplasm
CEP57,Nucleus
CDH26,Cell membrane
H4C3,Nucleus
SECTM1,Cell membrane
ATRX,Nucleus
TCEA3,Nucleus
MAL2,Cell membrane
WASF1,Cytoplasm
RSC1A1,Cell membrane
LRWD1,Nucleus
GSTM5,Cytoplasm
ACTL7B,Cytoplasm
OR2C1,Cell membrane
SH3BGRL2,Nucleus
GML,Cell membrane
BCORL1,Nucleus
SLCO2B1,Cell membrane
SEMA6C,Cell membrane
SLC12A3,Cell membrane
RFX7,Nucleus
OR9A2,Cell membrane
ZNF660,Nucleus
DNMT3B,Nucleus
HYPK,Nucleus
GTF2A1L,Nucleus
CRCP,Nucleus
MDM4,Nucleus
TNFSF18,Cell membrane
GPR87,Cell membrane
PEX6,Cytoplasm
FAM168B,Cytoplasm
RPS24,Cytoplasm
MAP6,Cytoplasm
DYNLT2,Cytoplasm
RBIS,Nucleus
AQP7,Cell membrane
MAPKAPK3,Nucleus
TXNIP,Cytoplasm
SENP6,Nucleus
SMC3,Nucleus
GIPC2,Cytoplasm
FBXL3,Nucleus
TRDN,Cell membrane
PRPF4B,Nucleus
CAVIN3,Cytoplasm
CXCR3,Cell membrane
MEGF10,Cell membrane
VWA3B,Cytoplasm
GRM5,Cell membrane
OR8U3,Cell membrane
HTR1D,Cell membrane
BLOC1S3,Cytoplasm
RRP7A,Nucleus
IPPK,Cytoplasm
RPS4X,Cytoplasm
SCML2,Nucleus
ZBED1,Nucleus
ZSCAN1,Nucleus
NOL9,Nucleus
CREBZF,Nucleus
NR2F6,Nucleus
PXK,Cytoplasm
STK38L,Cytoplasm
PTK6,Cytoplasm
KCND2,Cell membrane
TRMT61A,Nucleus
KCTD15,Nucleus
MND1,Nucleus
LDHA,Cytoplasm
STK25,Cytoplasm
AR,Nucleus
FLT1,Cytoplasm
RPS19BP1,Nucleus
PNO1,Nucleus
CAND1,Cytoplasm
LPIN1,Cytoplasm
ZBTB49,Cytoplasm
MPDZ,Cell membrane
NOL10,Nucleus
HOXB8,Nucleus
MTMR2,Cytoplasm
KLRD1,Cell membrane
VGLL4,Nucleus
CDC25C,Nucleus
MTSS2,Cytoplasm
PRDM15,Nucleus
RPS23,Cytoplasm
HMGXB3,Nucleus
DNAAF3,Cytoplasm
ZNF134,Nucleus
ZNF680,Nucleus
PATL1,Cytoplasm
CRYZ,Cytoplasm
ZNF333,Nucleus
MAP7,Cytoplasm
MS4A1,Cell membrane
RNF4,Cytoplasm
GPRASP1,Cytoplasm
GBP3,Cytoplasm
CAMKK2,Nucleus
ATF7IP,Nucleus
SNX33,Cytoplasm
KPNA7,Nucleus
DRD4,Cell membrane
ARHGAP10,Cytoplasm
ACTL6B,Nucleus
TBK1,Cytoplasm
RABEP1,Cytoplasm
LTN1,Cytoplasm
ATP1A4,Cell membrane
ZNF133,Nucleus
CLEC4A,Cell membrane
SMURF2,Nucleus
FRMD8,Cytoplasm
CD2AP,Cytoplasm
MIF4GD,Cytoplasm
ZMYND15,Nucleus
DYDC1,Cytoplasm
KLHL14,Cytoplasm
HLA-DPA1,Cell membrane
HAUS3,Cytoplasm
HECW2,Cytoplasm
SLC36A1,Cell membrane
WRNIP1,Nucleus
H3C12,Nucleus
VANGL1,Cell membrane
STRBP,Cytoplasm
THY1,Cell membrane
ZNF460,Nucleus
LUZP4,Nucleus
OR6C74,Cell membrane
FBXL22,Cytoplasm
DTD1,Nucleus
RHOD,Cell membrane
NUP153,Nucleus
CMTR1,Nucleus
STX16,Cytoplasm
OR51E1,Cell membrane
ACVRL1,Cell membrane
SYT7,Cell membrane
CD200,Cell membrane
ITPA,Cytoplasm
TMEM150B,Cell membrane
NFKBIA,Cytoplasm
PCF11,Nucleus
XRCC3,Nucleus
ZNF670,Nucleus
SHQ1,Cytoplasm
OR5M10,Cell membrane
PPP1R10,Nucleus
DMTN,Cytoplasm
OSR1,Nucleus
KLHL41,Cytoplasm
AGAP3,Cytoplasm
RAB28,Cell membrane
SYNPO2L,Cytoplasm
H3C8,Nucleus
PITX1,Nucleus
DPP6,Cell membrane
SPHK1,Cytoplasm
PPP1R35,Cytoplasm
CEP89,Cytoplasm
STMN2,Cytoplasm
CDCA4,Nucleus
ATG4D,Cytoplasm
H2AB3,Nucleus
DENND2B,Cytoplasm
DAZAP2,Cytoplasm
RIMS1,Cell membrane
OR2J3,Cell membrane
ARHGAP15,Cytoplasm
SUFU,Cytoplasm
SERPINB13,Cytoplasm
NAV2,Nucleus
TMEM182,Cell membrane
RPS16,Cytoplasm
H3C11,Nucleus
POLA1,Nucleus
ZNF623,Nucleus
ARL14EP,Cytoplasm
WDR75,Nucleus
ARHGAP11A,Nucleus
STAT1,Cytoplasm
BSG,Cell membrane
GSTA1,Cytoplasm
CUL9,Cytoplasm
ZNF707,Nucleus
ACTG1,Cytoplasm
CEP57L1,Cytoplasm
HTR3B,Cell membrane
ARPC5L,Cytoplasm
KNSTRN,Nucleus
KCNK18,Cell membrane
OR10K1,Cell membrane
HYAL2,Cell membrane
PYCR3,Cytoplasm
TCEAL6,Nucleus
TFE3,Cytoplasm
EDF1,Cytoplasm
FAAP100,Nucleus
COPB1,Cytoplasm
ARID3B,Nucleus
IRAK1,Cytoplasm
SNRPG,Cytoplasm
FBXO11,Nucleus
FOXE1,Nucleus
TNPO1,Cytoplasm
LIAT1,Nucleus
ARHGDIA,Cytoplasm
OR9K2,Cell membrane
ARID4B,Nucleus
MLNR,Cell membrane
SEPTIN2,Cytoplasm
OGT,Cytoplasm
ANXA1,Nucleus
YPEL2,Nucleus
DPH3,Cytoplasm
PTGR1,Cytoplasm
DBNL,Cytoplasm
CHMP1B,Cytoplasm
TRPC3,Cell membrane
PYDC1,Cytoplasm
NLRP3,Cytoplasm
CFAP221,Cytoplasm
GPR20,Cell membrane
CCDC40,Cytoplasm
IP6K3,Cytoplasm
OCLN,Cell membrane
MAPRE2,Cytoplasm
CWC15,Nucleus
ARHGEF9,Cytoplasm
LMX1B,Nucleus
FLRT3,Cell membrane
RNF17,Cytoplasm
XRCC6,Nucleus
PTPN23,Nucleus
GRM4,Cell membrane
KCNH2,Cell membrane
DDAH2,Cytoplasm
IL36A,Cytoplasm
HEATR1,Nucleus
OR2A42,Cell membrane
GRSF1,Cytoplasm
MEP1B,Cell membrane
ZFP1,Nucleus
SYNPO,Cytoplasm
BATF2,Nucleus
TUBB6,Cytoplasm
AVPR1B,Cell membrane
NOL7,Nucleus
NEUROD1,Cytoplasm
ASTL,Cytoplasm
PCDHB2,Cell membrane
CAB39,Cytoplasm
PREX1,Cytoplasm
TCF3,Nucleus
MYO1D,Cytoplasm
HJURP,Nucleus
RAB15,Cell membrane
PABPC3,Cytoplasm
ODAD1,Cytoplasm
PRPF38A,Nucleus
NFKBIL1,Nucleus
USP20,Cytoplasm
OR1S1,Cell membrane
GARRE1,Cytoplasm
IMP4,Nucleus
WDR62,Nucleus
HDAC1,Nucleus
MDN1,Nucleus
RGMA,Cell membrane
KIT,Cytoplasm
FAM98B,Nucleus
ANXA6,Cytoplasm
FOXC2,Nucleus
SF3A2,Nucleus
ATXN2,Cytoplasm
CCR6,Cell membrane
ADCY8,Cell membrane
TFAP2A,Nucleus
RPS26,Cytoplasm
RPS9,Cytoplasm
RANBP6,Cytoplasm
TIMELESS,Nucleus
MYO16,Cytoplasm
OR5L2,Cell membrane
NEB,Cytoplasm
EXOC8,Cytoplasm
KLHL7,Nucleus
GJC2,Cell membrane
H2BC11,Nucleus
EIF3A,Cytoplasm
RPGRIP1L,Cytoplasm
SLC38A4,Cell membrane
OR4E1,Cell membrane
ZNF658,Nucleus
FGD3,Cytoplasm
GLIS1,Nucleus
MBD5,Nucleus
ZNF599,Nucleus
SNRPE,Cytoplasm
ZBTB44,Nucleus
SIAH2,Cytoplasm
BIRC2,Cytoplasm
E2F1,Nucleus
ADRA2C,Cell membrane
AIPL1,Cytoplasm
HSP90AB1,Cytoplasm
AHDC1,Nucleus
COPS3,Cytoplasm
OR52D1,Cell membrane
ZNF800,Nucleus
TSEN34,Nucleus
RAD54L2,Nucleus
RIPK2,Cytoplasm
NPAS2,Nucleus
ZNF865,Nucleus
ZNF439,Nucleus
ZNF610,Nucleus
TSG101,Cytoplasm
TRAPPC2B,Nucleus
TACR2,Cell membrane
TH,Cytoplasm
TGIF1,Nucleus
MLLT10,Nucleus
CALM2,Cytoplasm
XPR1,Cell membrane
PCDH10,Cell membrane
OR1A1,Cell membrane
HEXD,Cytoplasm
GSDMD,Cytoplasm
SLC39A11,Cell membrane
RFXANK,Cytoplasm
MYLK,Cytoplasm
CADM1,Cell membrane
COPS2,Cytoplasm
CD1D,Cell membrane
HGS,Cytoplasm
GJA5,Cell membrane
DDX6,Cytoplasm
SERPINB6,Cytoplasm
GTF3C5,Nucleus
DPYD,Cytoplasm
DSN1,Nucleus
TBC1D30,Cell membrane
RCBTB1,Nucleus
DDIAS,Cytoplasm
KLHL1,Cytoplasm
STEEP1,Nucleus
ZNF385A,Cytoplasm
PRKAA1,Cytoplasm
SLC8A2,Cell membrane
DCSTAMP,Cell membrane
ZNF557,Nucleus
NSMCE4A,Nucleus
KCNIP1,Cell membrane
C12orf57,Cytoplasm
ZNF674,Nucleus
IGHG1,Cell membrane
PTOV1,Cytoplasm
VN1R1,Cell membrane
KRT1,Cell membrane
CBX5,Nucleus
HTR6,Cell membrane
DLX1,Nucleus
ZNF771,Nucleus
UTP20,Nucleus
FBXO7,Cytoplasm
ANP32B,Cytoplasm
TPPP3,Cytoplasm
MIB2,Cytoplasm
GEMIN6,Nucleus
OTULIN,Cytoplasm
DYTN,Cell membrane
SPATS2,Cytoplasm
SEPTIN10,Cytoplasm
WDR82,Nucleus
PICK1,Cytoplasm
PSMA5,Cytoplasm
PCBP4,Cytoplasm
INTS12,Nucleus
BOC,Cell membrane
PLD2,Cell membrane
ZNF677,Nucleus
TATDN2,Nucleus
HMBOX1,Nucleus
RESF1,Nucleus
ESF1,Nucleus
FHOD3,Cytoplasm
MAPK6,Cytoplasm
CHUK,Cytoplasm
SCML4,Nucleus
LYPD8,Cell membrane
LDHAL6A,Cytoplasm
MOBP,Cytoplasm
ALKBH1,Nucleus
ORC6,Nucleus
ZNF724,Nucleus
EID2,Nucleus
CTDSP2,Nucleus
FOXN4,Nucleus
ZNF334,Nucleus
GPR31,Cell membrane
NFKB2,Nucleus
PACC1,Cell membrane
PHF8,Nucleus
GOLGA7B,Cell membrane
UCHL1,Cytoplasm
TTI1,Cytoplasm
DAZ3,Cytoplasm
RIN2,Cytoplasm
OR4S1,Cell membrane
IRAG1,Cytoplasm
BTBD7,Nucleus
ZBP1,Cytoplasm
ZNF43,Nucleus
PKHD1,Cell membrane
CHRM3,Cell membrane
CEP43,Cytoplasm
MMP17,Cell membrane
TTC28,Cytoplasm
NAP1L4,Nucleus
ZNF329,Nucleus
CDC5L,Nucleus
DNAAF2,Cytoplasm
DSC1,Cell membrane
CNDP2,Cytoplasm
NFYB,Nucleus
ITGA3,Cell membrane
OTUD7B,Cytoplasm
FABP4,Cytoplasm
HNRNPH2,Nucleus
POLD2,Nucleus
RECK,Cell membrane
ARHGEF40,Cytoplasm
CBFA2T2,Nucleus
CSTF3,Nucleus
FTH1,Cytoplasm
GRK5,Cytoplasm
DRD5,Cell membrane
STK19,Nucleus
ERH,Nucleus
NR5A2,Nucleus
C2orf49,Nucleus
TRIM7,Nucleus
HINFP,Nucleus
HOOK3,Cytoplasm
CEP135,Cytoplasm
ZNF732,Nucleus
KHDC3L,Cytoplasm
ABCA1,Cell membrane
ARMC8,Nucleus
KMT2A,Nucleus
ERCC6,Nucleus
HMGB4,Nucleus
P2RY14,Cell membrane
HTR7,Cell membrane
ALKBH4,Cytoplasm
CASP3,Cytoplasm
PPIE,Nucleus
OR2A5,Cell membrane
VASH1,Cytoplasm
FSD2,Nucleus
HOXB7,Nucleus
MNT,Nucleus
PRMT3,Cytoplasm
GCK,Cytoplasm
CLRN1,Cell membrane
CGRRF1,Nucleus
GNRHR,Cell membrane
FKBP3,Nucleus
UNC13D,Cytoplasm
TRIM33,Nucleus
TUBA1C,Cytoplasm
ZNF692,Nucleus
KCNE1,Cell membrane
MTMR9,Cytoplasm
GPR37L1,Cell membrane
TGS1,Cytoplasm
ANKRD13A,Cell membrane
CNTFR,Cell membrane
SSH1,Cytoplasm
RGS18,Cytoplasm
CFAP141,Cytoplasm
ACTR2,Cytoplasm
KDM3B,Nucleus
BRD3,Nucleus
TLCD3A,Cell membrane
CALHM1,Cell membrane
CA9,Nucleus
RANBP10,Cytoplasm
KDM1A,Nucleus
H2AC1,Nucleus
RECQL4,Cytoplasm
USP17L13,Nucleus
ASIC5,Cell membrane
H2BC3,Nucleus
ALPK3,Nucleus
SULT1A3,Cytoplasm
AOC2,Cytoplasm
CCDC116,Cytoplasm
HPRT1,Cytoplasm
TRPC6,Cell membrane
THOC1,Cytoplasm
DRD1,Cell membrane
NR1D1,Nucleus
PEA15,Cytoplasm
C17orf49,Nucleus
CASTOR2,Cytoplasm
WASL,Cytoplasm
KIF5A,Cytoplasm
PPP2CB,Cytoplasm
CEP250,Cytoplasm
C12orf4,Cytoplasm
SPAM1,Cell membrane
ESS2,Nucleus
LYPD5,Cell membrane
KCTD10,Nucleus
ADIPOR2,Cell membrane
ULBP3,Cell membrane
OR5V1,Cell membrane
KATNB1,Cytoplasm
RTL8C,Cell membrane
H3-4,Nucleus
UBE2B,Cell membrane
DIP2A,Cell membrane
FOSB,Nucleus
THEMIS2,Nucleus
KBTBD6,Cytoplasm
AKT1,Cytoplasm
HPN,Cell membrane
ENOPH1,Cytoplasm
TXNRD3,Cytoplasm
PPM1B,Cytoplasm
MAPK10,Cytoplasm
NOL11,Nucleus
NEDD4L,Cytoplasm
STK39,Cytoplasm
ZFP91,Nucleus
MTMR14,Cytoplasm
MTURN,Cytoplasm
TCEANC2,Nucleus
MED1,Nucleus
CDK5,Nucleus
STIL,Cytoplasm
DUSP16,Cytoplasm
FOXF1,Nucleus
GPR75,Cell membrane
USP14,Cytoplasm
GTF2F1,Nucleus
ZNF691,Nucleus
POGK,Nucleus
SPOP,Nucleus
AKAP13,Cytoplasm
WDR13,Nucleus
ATG3,Cytoplasm
PTPN6,Cytoplasm
NCOA6,Nucleus
PSMB8,Cytoplasm
SLC44A5,Cell membrane
TTLL6,Cytoplasm
ITGB8,Cell membrane
TRBV11-2,Cell membrane
TBX2,Nucleus
AK7,Cytoplasm
TRIM71,Cytoplasm
HCAR2,Cell membrane
AP2B1,Cell membrane
AKR1A1,Cytoplasm
DMTF1,Nucleus
TRNAU1AP,Nucleus
RPS10,Cytoplasm
RNASEL,Cytoplasm
KCNK1,Cell membrane
GRWD1,Nucleus
DCST1,Cell membrane
HRH2,Cell membrane
SOHLH1,Cytoplasm
RPS6KA3,Nucleus
DAPK2,Cytoplasm
TXNDC17,Cytoplasm
POLR1D,Nucleus
OPRL1,Cell membrane
PLK3,Cytoplasm
SYTL1,Cell membrane
CMIP,Nucleus
PTPRC,Cell membrane
FLYWCH1,Nucleus
SPIRE1,Cytoplasm
FOXI1,Nucleus
METTL21C,Nucleus
RIC1,Cytoplasm
GNA13,Cell membrane
MAFG,Nucleus
NAT2,Cytoplasm
H4C13,Nucleus
GRIK2,Cell membrane
PCDHGC5,Cell membrane
SNTA1,Cell membrane
EEF1D,Nucleus
TXNDC9,Cytoplasm
IPO5,Cytoplasm
UBE3D,Cytoplasm
DDIT3,Cytoplasm
OR6K2,Cell membrane
PRKACB,Cytoplasm
PCDHB13,Cell membrane
GTF3A,Nucleus
MAGEA11,Nucleus
SLF1,Nucleus
ADGRG5,Cell membrane
PADI2,Cytoplasm
APLP1,Cytoplasm
UNC5A,Cell membrane
IMP3,Nucleus
CPSF4,Nucleus
LYAR,Nucleus
FCGRT,Cell membrane
SEMA4F,Cell membrane
IQCA1,Cytoplasm
KDF1,Cytoplasm
KCTD3,Cell membrane
ACSBG2,Cytoplasm
SMO,Cell membrane
RERE,Nucleus
GABPA,Nucleus
ZNF735,Nucleus
SSNA1,Nucleus
ZNF423,Nucleus
EML4,Cytoplasm
TUBA8,Cytoplasm
ZNF358,Nucleus
STOM,Cell membrane
LZTS1,Cytoplasm
ZNF669,Nucleus
PEX19,Cytoplasm
SOX6,Nucleus
POT1,Nucleus
TDRD1,Cytoplasm
CAPG,Nucleus
PDE1B,Cytoplasm
MAK16,Nucleus
MARK2,Cell membrane
CPNE3,Nucleus
NLRP2,Cytoplasm
STK35,Nucleus
PLS3,Cytoplasm
HCFC2,Cytoplasm
BASP1,Cell membrane
PAX9,Nucleus
EXO5,Nucleus
TPP2,Cytoplasm
NDUFAF3,Nucleus
CALM1,Cytoplasm
BANP,Nucleus
USP47,Cytoplasm
EMX1,Nucleus
DMD,Cell membrane
TMEM170B,Cell membrane
OR52I1,Cell membrane
ZNF292,Nucleus
MYH3,Cytoplasm
PANK1,Cytoplasm
ARHGAP1,Cytoplasm
HMGA1,Nucleus
SEPTIN5,Cytoplasm
MALT1,Cytoplasm
OR5F1,Cell membrane
HMGN5,Nucleus
DUSP12,Nucleus
ITGAV,Cell membrane
HAP1,Cytoplasm
GRM2,Cell membrane
PI4KA,Cytoplasm
SUPT5H,Nucleus
ZSCAN4,Nucleus
PSMC2,Cytoplasm
HDGFL2,Nucleus
SELP,Cell membrane
PEX5,Cytoplasm
GALR2,Cell membrane
IPMK,Nucleus
ING5,Nucleus
PLXDC1,Cytoplasm
HUWE1,Cytoplasm
VPS72,Nucleus
EPS8L3,Cytoplasm
TPTE2,Cytoplasm
NOP56,Nucleus
RFXAP,Nucleus
HOXD1,Nucleus
FOXA2,Nucleus
USP2,Nucleus
CLCN2,Cell membrane
ZNF250,Nucleus
LAMP5,Cell membrane
ZFPM2,Nucleus
TNFAIP3,Cytoplasm
DTWD1,Nucleus
PKNOX1,Nucleus
CREB3L4,Nucleus
NOS2,Cytoplasm
KIFBP,Cytoplasm
PLXNA3,Cell membrane
RAB40A,Cell membrane
MBD3,Nucleus
FAAP20,Nucleus
ALDH9A1,Cytoplasm
DSG2,Cell membrane
TBC1D3B,Cell membrane
RPS17,Cytoplasm
CNBP,Cytoplasm
OR7C1,Cell membrane
OR52B6,Cell membrane
FHL2,Cytoplasm
HEY1,Nucleus
ZNF646,Nucleus
LAT,Cell membrane
CNOT3,Cytoplasm
OR1L8,Cell membrane
KCNE3,Cell membrane
DNA2,Nucleus
PRDM12,Nucleus
RAB29,Cell membrane
ZNF440,Nucleus
NIF3L1,Cytoplasm
SIRT6,Nucleus
CFAP20,Nucleus
MESP1,Nucleus
MAGEE1,Cytoplasm
FAM184A,Cytoplasm
SNAPC4,Nucleus
TAAR8,Cell membrane
PTPN9,Cytoplasm
NACC1,Nucleus
NRF1,Nucleus
MOV10L1,Cytoplasm
DDI2,Cytoplasm
XPO4,Cytoplasm
GTPBP1,Cytoplasm
QRICH1,Nucleus
SYNRG,Cytoplasm
MAGI3,Cell membrane
SSX2B,Nucleus
HSP90AA1,Nucleus
FAF1,Nucleus
ZBTB45,Nucleus
ZC3H10,Nucleus
ZFP69B,Nucleus
ZNF35,Nucleus
MME,Cell membrane
HSPB1,Cytoplasm
SERPINB9,Cytoplasm
ZNF556,Nucleus
XKRX,Cell membrane
YEATS4,Nucleus
NAA40,Cytoplasm
ZNF135,Nucleus
OXGR1,Cell membrane
NEUROG3,Nucleus
ELOA2,Nucleus
RAD54L,Nucleus
ZNF354C,Nucleus
COPG1,Cytoplasm
PLEKHG3,Cytoplasm
ARL4D,Nucleus
E2F3,Nucleus
ENSA,Cytoplasm
CDCA7,Nucleus
ZNF8,Nucleus
SWSAP1,Nucleus
ZNF609,Nucleus
STON2,Cytoplasm
ATF6,Nucleus
FBXL5,Cytoplasm
NSMCE2,Nucleus
BRAT1,Nucleus
TARM1,Cell membrane
WWC1,Cytoplasm
RPA1,Nucleus
SPATA17,Cytoplasm
NGLY1,Cytoplasm
H2BC12L,Nucleus
HSPB3,Cytoplasm
ZNF598,Cytoplasm
NUP54,Nucleus
TRIO,Cytoplasm
MEIS2,Nucleus
UBOX5,Nucleus
SRSF8,Nucleus
SERPINB2,Cytoplasm
CSTF1,Nucleus
EIF1AX,Cytoplasm
DSC2,Cell membrane
SH3KBP1,Cytoplasm
ZNF559,Nucleus
RPL37,Cytoplasm
PTPRM,Cell membrane
OR5AU1,Cell membrane
METTL6,Cytoplasm
SIX4,Nucleus
FYB1,Cytoplasm
RUNX1T1,Nucleus
OR5P2,Cell membrane
CTC1,Nucleus
POU4F1,Nucleus
CORO1A,Cytoplasm
ZNF586,Nucleus
PCDHGA7,Cell membrane
APTX,Cytoplasm
UBA1,Cytoplasm
OR13A1,Cell membrane
ZNF124,Nucleus
HLF,Nucleus
ZFP42,Nucleus
PRIMA1,Cell membrane
NAF1,Cytoplasm
TACC2,Cytoplasm
CNST,Cell membrane
PPM1H,Nucleus
NKX3-2,Nucleus
TLX3,Nucleus
SSTR5,Cell membrane
POLR2L,Nucleus
OR6T1,Cell membrane
MAPRE1,Cytoplasm
ZNF41,Nucleus
TROAP,Cytoplasm
EPS8,Cytoplasm
ZUP1,Cytoplasm
NR0B1,Nucleus
TCF7L1,Nucleus
GSX1,Nucleus
NRBP2,Cytoplasm
RGCC,Cytoplasm
NTRK2,Cell membrane
CCDC120,Cytoplasm
SLU7,Nucleus
ACD,Nucleus
HSF2,Cytoplasm
KDM4A,Nucleus
KSR2,Cytoplasm
TRIM75,Cytoplasm
TTPA,Cytoplasm
GPS2,Nucleus
TP53INP2,Cytoplasm
HRH1,Cell membrane
CDC20,Cytoplasm
CFAP61,Cytoplasm
AQP8,Cell membrane
PALLD,Cytoplasm
CDK4,Cytoplasm
CYBB,Cell membrane
ZNF678,Nucleus
COPS5,Cytoplasm
PSMB10,Cytoplasm
AEBP1,Cytoplasm
TIE1,Cell membrane
OR4C46,Cell membrane
G3BP1,Cytoplasm
LIN28A,Cytoplasm
IER5,Nucleus
DOC2B,Cytoplasm
RBM4,Nucleus
TRAF5,Cytoplasm
SCN1A,Cell membrane
EBNA1BP2,Nucleus
PRKCB,Cytoplasm
KCNMA1,Cell membrane
MYO9B,Cytoplasm
TNFRSF10C,Cell membrane
HMGN3,Nucleus
HSPA2,Cytoplasm
MDM2,Nucleus
FDPS,Cytoplasm
DBF4,Nucleus
ARID1A,Nucleus
HOOK1,Cytoplasm
RPS6KB1,Cytoplasm
ZNF385C,Nucleus
KAT5,Nucleus
ZNF891,Nucleus
PLEKHM2,Cytoplasm
PHC1,Nucleus
TCFL5,Nucleus
EGR1,Nucleus
SOX8,Nucleus
RASGRP4,Cytoplasm
SLC6A9,Cell membrane
IGHG2,Cell membrane
TIA1,Nucleus
ABHD17A,Cell membrane
ELK1,Nucleus
MAP3K20,Cytoplasm
FGFR1OP2,Cytoplasm
RAB44,Cell membrane
PRM1,Nucleus
CKB,Cytoplasm
KLHL2,Cytoplasm
STRADB,Nucleus
MGLL,Cytoplasm
OR52J3,Cell membrane
TWIST1,Nucleus
NEU3,Cell membrane
CHEK1,Nucleus
UBE3A,Cytoplasm
PAGE4,Cytoplasm
ADGRG6,Cell membrane
CXCR2,Cell membrane
AUNIP,Nucleus
ZNF668,Nucleus
NVL,Nucleus
FMNL1,Cytoplasm
SETDB1,Nucleus
ZNF684,Nucleus
APOBEC3G,Cytoplasm
PRR12,Nucleus
ATP2B1,Cell membrane
EPHB4,Cell membrane
SLC2A8,Cell membrane
HES1,Nucleus
LRRK1,Cytoplasm
PIR,Nucleus
TTF2,Cytoplasm
CTIF,Cytoplasm
P2RY1,Cell membrane
CFAP36,Nucleus
FMR1,Nucleus
BCAS2,Nucleus
HTR1F,Cell membrane
MRFAP1,Nucleus
AKR1D1,Cytoplasm
ZNF618,Nucleus
ANK2,Cytoplasm
RAB9B,Cell membrane
LIN7A,Cell membrane
TRB,Cell membrane
CTCF,Nucleus
OR4B1,Cell membrane
ACTL8,Cytoplasm
METTL13,Cytoplasm
SYNCRIP,Nucleus
XKR4,Cell membrane
RPS20,Cytoplasm
TRAV24,Cell membrane
ATP2B3,Cell membrane
OR51Q1,Cell membrane
MACIR,Cytoplasm
RNF43,Cell membrane
BRD7,Nucleus
MGMT,Nucleus
OR6B3,Cell membrane
CTNND1,Nucleus
TAF1L,Nucleus
SEC14L2,Cytoplasm
RPS25,Cytoplasm
PSMB6,Cytoplasm
MAEL,Cytoplasm
CENPT,Nucleus
H3C6,Nucleus
MTUS1,Cytoplasm
TBCCD1,Cytoplasm
CFAP91,Cytoplasm
MEAF6,Nucleus
MPIG6B,Cell membrane
OR4F29,Cell membrane
HNRNPA1L2,Nucleus
ZP3,Cell membrane
CACYBP,Nucleus
OR4C11,Cell membrane
RAD1,Nucleus
RNPS1,Nucleus
CIPC,Nucleus
TLCD1,Cell membrane
CDCA8,Nucleus
SIX5,Cytoplasm
DYNLT3,Nucleus
DLEC1,Cytoplasm
STOML3,Cell membrane
HNRNPUL1,Nucleus
RHOH,Cytoplasm
OXTR,Cell membrane
NEBL,Cytoplasm
DGKB,Cytoplasm
SMIM1,Cell membrane
POLR3H,Nucleus
MBNL1,Nucleus
ZNF385D,Nucleus
TUT7,Cytoplasm
PFKP,Cytoplasm
